Art_Title,Department,Submission_Date,Artist,Nationality,Gender,Birth,Death
"CORYDON (headpiece, page 14) from THE ECLOGUES",Prints & Illustrated Books,1919,Aristide Maillol,French,Male,1861,1944
"Vegetables, Seward County, Seward, Nebraska",Photography,1980,Ronald R. Geibert,American,Male,1952,1975
Plate (folio 10) from POR EL PUENTE DE LA PALABRA,Prints & Illustrated Books,1967,Carlos Silva,Argentine,Male,1930,1987
Untitled #16,Prints & Illustrated Books,1981,José Antonio Suárez Londoño,Colombian,Male,1955,1975
Mustache Hat (Schnurrhut) from Merz 5. 7 Arpaden by Hans Arp. Arp Portfolio. Second Portfolio of the Merz Publisher (Merz 5. 7 Arpaden von Hans Arp. Arp Mappe. Zweite Mappe des Merzverlages),Prints & Illustrated Books,1923,Jean (Hans) Arp,French,Male,1886,1966
Untitled. (street scene with buses and American flags),Photography,1964,Garry Winogrand,American,Male,1928,1984
Poster of the French National Railroad,Architecture & Design,1921,Album-miscellaneous,Various,Unknown,1915,1975
"Passing by the Walls (Passant dans les murs) (plate 4, folio 13) from Les Murs",Prints & Illustrated Books,1945,Jean Dubuffet,French,Male,1901,1985
WOMAN WITH GOAT,Prints & Illustrated Books,1929,Robert Colquhoun,British,Male,1914,1962
"V.C. Morris Gift Shop, San Francisco, CA (Section)",Architecture & Design,1948,Frank Lloyd Wright,American,Male,1867,1959
Jackass: The Movie,Film,2002,Jeff Tremaine,American,Male,1966,1975
Untitled,Photography,1949,Unknown,Unknown,Unknown,1915,1975
"The Chap Book, May 1895",Architecture & Design,1895,William Bradley,American,Male,1868,1962
Plate (page 49) from ODES,Prints & Illustrated Books,1953,André Derain,French,Male,1880,1954
Berg und Mensch VIII,Drawings,2003,SEO (Seo Soo-Kyoung),Korean,Female,1977,1975
Wav(er)ing Flag,Prints & Illustrated Books,1990,Vito Acconci,American,Male,1940,2017
AAYH 74,Painting & Sculpture,1974,Lynton Wells,American,Male,1940,1975
ST. LOUP DE NAUD. (SEINE ET MARNE),Photography,1921,Eugène Atget,French,Male,1857,1927
"WESTERN SISTER ISLAND, MAINE",Photography,1962,Charles Pratt,American,Male,1926,1976
Morisawa & Co,Architecture & Design,1986,Ikko Tanaka,Japanese,Male,1930,2002
Fractured Figure Sections,Photography,1967,Robert Heinecken,American,Male,1931,2006
Untitled,Photography,1992,Felix Gonzalez-Torres,American,Male,1957,1996
"Deuxième promenade (plate, page 12) from Les rêveries du promeneur solitaire (Extraits)",Prints & Illustrated Books,2008,Hans Erni,Swiss,Male,1909,2015
Alice Notley from Face of the Poet,Prints & Illustrated Books,1978,Alex Katz,American,Male,1927,1975
Untitled from Women are Beautiful,Photography,1968,Garry Winogrand,American,Male,1928,1984
"Residencia Brisa, Col. Pedregal de San Angel, Mexico, D.F",Architecture & Design,1958,José Antonio Attolini Lack,Mexican,Male,1931,2012
Grand Trianon. Coin de parc,Photography,1902,Eugène Atget,French,Male,1857,1927
Untitled,Painting & Sculpture,1969,Richard Van Buren,American,Male,1937,1975
Plutopia,Film,1951,Charles A. Nichols,American,Male,1910,1992
Untitled #96,Prints & Illustrated Books,1994,José Antonio Suárez Londoño,Colombian,Male,1955,1975
Headpiece (page 24) from AU PAYS DU MUFLE,Prints & Illustrated Books,1920,Albert Gleizes,French,Male,1881,1953
Ornamental initial L and ornament (page 91) from POÈSIES ANTILLAISES,Prints & Illustrated Books,1959,Henri Matisse,French,Male,1869,1954
"Sex Pistols, Never Mind the Bollocks",Architecture & Design,1977,Unknown,British,Unknown,1915,1975
Untitled from Passing Bells,Prints & Illustrated Books,1998,John Walker,British,Male,1939,1975
La Précision suisse,Drawings,1969,Marcel Mariën,Belgian,Male,1920,1993
DISTANT MOUNTAIN,Prints & Illustrated Books,1966,Toni Onley,Canadian,Male,1915,1975
"Collected Works, Volume 7: Bok 3b and Bok 3d: reconstruction of the books published by forlag ed Reykjavík 1961 from Collected Works, Volumes 1-20",Prints & Illustrated Books,1974,Dieter Roth,Swiss,Male,1930,1998
Abscam (Framed),Media and Performance Art,1981,Chip Lord,American,Male,1944,1975
"De Marginis Sophia: Del margine della sapienza, della sapienza marginale",Prints & Illustrated Books,1986,Sahlan Momo,Italian,Male,1944,1975
Patrioteers from Capriccios,Prints & Illustrated Books,1955,William Gropper,American,Male,1897,1977
The Vase (Le Vase),Prints & Illustrated Books,1927,Fernand Léger,French,Male,1881,1955
abcdefghijklmnopqrstuvwxyz,Prints & Illustrated Books,1963,Emmett Williams,American,Male,1925,2007
Plate (facing page 80) from LE CON D'IRÈNE,Prints & Illustrated Books,1928,André Masson,French,Male,1896,1987
"SA. Sovremennaia Arkhitektura (CA. Contemporary Architecture), no. 3",Prints & Illustrated Books,1926,Aleksei Gan,Russian,Male,1889,1942
Headpiece (folio 5) from VOYAGE À VENISE,Prints & Illustrated Books,1951,André Masson,French,Male,1896,1987
AFTER TWO YEARS IN MIAMI (AND THE BAY OF PIGS) MY FATHER REALIZED THAT WE WOULD NOT BE RETURNING TO CUBA,Photography,1984,Antonio Mendoza,American,Male,1941,1975
Portrait of an Unknown Girl,Photography,1874,Gale,American,Unknown,1915,1975
Double page plate (folios 21 verso and 22) from DREAM WORK,Prints & Illustrated Books,1984,Bruce McLean,British,Male,1944,1975
Plate (folio 20) from Hommage à Roger Lacourière,Prints & Illustrated Books,1968,Max Ernst,French,Male,1891,1976
Untitled,Photography,1945,Unknown,Unknown,Unknown,1915,1975
Untitled from the series The Hats and The Hat Nots,Photography,1987,Jules Allen,American,Male,1947,1975
Sketchbook,Drawings,1973,Ree Morton,American,Female,1936,1977
Family Life,Film,1970,Krzysztof Zanussi,Polish,Male,1939,1975
Fourteen Etchings 12,Prints & Illustrated Books,1989,Terry Winters,American,Male,1949,1975
Plate (page 33) from SARX,Prints & Illustrated Books,1977,Gérard Titus-Carmel,French,Male,1942,1975
With some friends we folded great many paper gliders,Prints & Illustrated Books,1965,Milan Knížák,Czech,Male,1940,1975
Viva Magritte,Media and Performance Art,1983,Ros Barron,American,Female,1933,1975
Shadows,Media and Performance Art,1970,William Wegman,American,Male,1943,1975
Mettere al mondo il mondo from Insicuro Noncurante,Prints & Illustrated Books,1970,Alighiero Boetti,Italian,Male,1940,1994
Untitled from Favorite Objects,Prints & Illustrated Books,1998,Christian Boltanski,French,Male,1944,1975
"Mudge Estate, Gothic Style, Swampscott, Massachusetts",Photography,1932,Walker Evans,American,Male,1903,1975
Untitled. (two women at coffee table),Photography,1992,Michael Schmidt,German,Male,1945,2014
"Front cover from CORNEILLE, FRIE KUNSTNERE Volume 7",Prints & Illustrated Books,1950,Corneille (Guillaume van Beverloo),Dutch,Male,1922,2010
"Second Born, Berkeley",Photography,1955,Dorothea Lange,American,Female,1895,1965
Inflatable Flower Balloon (Yellow) (for Parkett no. 50/51),Prints & Illustrated Books,1998,Jeff Koons,American,Male,1955,1975
Summer,Photography,1987,Doug Dubois,American,Male,1960,1975
"THE APPLE TREE IN THE VINEYARDS (plate; volume I, page 123) from LES GÉORGIQUES (GEORGICA)",Prints & Illustrated Books,1940,André Dunoyer de Segonzac,French,Male,1884,1974
So Fun from DeLuxe,Prints & Illustrated Books,2004,Ellen Gallagher,American,Female,1965,1975
Untitled from Aquarellen (Watercolors),Drawings,1987,Thomas Schütte,German,Male,1954,1975
Mercuris,Photography,2011,Terence Koh,Canadian,Male,1977,1975
Untitled from Flare,Prints & Illustrated Books,2009,Thomas Nozkowski,American,Male,1944,1975
Moulin Rouge,Photography,1931,Ilse Bing,American,Female,1899,1998
The Universal Tie,Prints & Illustrated Books,1961,Jim Dine,American,Male,1935,1975
Duo for Voice and String Instrument,Prints & Illustrated Books,1962,Benjamin Patterson,American,Male,1934,2016
Folio 12 from Zaumnaia gniga (Transrational Boog),Prints & Illustrated Books,1915,Olga Rozanova,Russian,Female,1886,1918
Untitled from Andy Warhol Doesn't Play Second Base for the Chicago Cubs,Prints & Illustrated Books,2010,Kelley Walker,American,Male,1969,1975
"Duplicate of plate from page 149 (supplementary suite, plate 15) from LES JUIFVES",Prints & Illustrated Books,1948,Léon Zack,French,Male,1892,1980
Atlanta in Arcadia from The Archaics,Prints & Illustrated Books,1964,Grace Hartigan,American,Female,1922,2008
Untitled,Photography,1956,Shirley C. Burden,American,Male,1908,1989
Channel of Sight,Painting & Sculpture,1968,Franz Erhard Walther,German,Male,1939,1975
Saint-Étienne-du-Mont,Photography,1912,Eugène Atget,French,Male,1857,1927
Destroy All Monsters Flyer,Prints & Illustrated Books,2009,Destroy All Monsters,Unknown,Unknown,1915,1975
Untitled (Nomsa Brath at AJASS Studio),Photography,1966,Kwame Brathwaite,American,Male,1938,1975
Trianon,Photography,1923,Eugène Atget,French,Male,1857,1927
360° Landscape of Highway,Photography,1994,Steven Pippin,British,Male,1960,1975
Tailpiece (page 9) from SYLVIE,Prints & Illustrated Books,1939,Pierre Laprade,French,Male,1875,1931
Aberration of Starlight,Film,2008,Andrew Noren,American,Male,1943,1975
Untitled,Drawings,1996,Kara Walker,American,Female,1969,1975
Coca-Cola,Drawings,1962,Andy Warhol,American,Male,1928,1987
"Iberê Camargo Museum, Porto Alegre, Brazil (Plan, perspective sketches)",Architecture & Design,2003,Álvaro Siza,Portuguese,Male,1933,1975
Untitled,Prints & Illustrated Books,1946,Jean Dubuffet,French,Male,1901,1985
"Plate (volume II, folio 24) from TWO BOOKS 1969",Prints & Illustrated Books,1969,Richard Tuttle,American,Male,1941,1975
"Untitled, plate 8 of 14, from the portfolio, Autobiographical Series",Prints & Illustrated Books,1994,Louise Bourgeois,American,Female,1911,2010
"Louise, plate 21 of 24, from the series, Self Portrait",Prints & Illustrated Books,2009,Louise Bourgeois,American,Female,1911,2010
"THE TORTOISE (headpiece, folio 6) from LE BESTIAIRE, OU CORTÈGE D'ORPHÉE",Prints & Illustrated Books,1921,Raoul Dufy,French,Male,1877,1953
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park",Architecture & Design,1976,Bernard Tschumi,Unknown,Male,1944,1975
Think of Others - Prevent Accidents - Tidy Up,Architecture & Design,1941,Thomas Eckersley,British,Male,1914,1997
"Residential Dam, Canyon Gardens Project, Perspective",Architecture & Design,1958,Paolo Soleri,American,Male,1919,2013
Moby Dick,Media and Performance Art,2000,Guy Ben-Ner,Israeli,Male,1969,1975
FONTAINE -- ARBRE SEC. RUE SAINT-HONORÉ,Photography,1899,Eugène Atget,French,Male,1857,1927
"PERSPECTIVE (headpiece, folio 8) from COMMUNICATIONS",Prints & Illustrated Books,1921,Maurice de Vlaminck,French,Male,1876,1958
Los Angeles Airport,Photography,1976,Garry Winogrand,American,Male,1928,1984
Plate XII (folio 38) from Façade,Prints & Illustrated Books,1966,Louise Nevelson,American,Female,1899,1988
Two Years of War in England,Photography,1935,William Vandivert,American,Male,1912,1992
Plate (folio 104) from CAPITAL IN PICTURES,Prints & Illustrated Books,1933,Hugo Gellert,American,Male,1892,1985
Blue / Water's / Bark,Prints & Illustrated Books,1972,Ian Hamilton Finlay,British,Male,1925,2006
Scrapbook,Prints & Illustrated Books,2003,Jane Hammond,American,Female,1950,1975
Who's Kitten Who?,Film,1952,Robert McKimson,American,Male,1910,1977
New York,Photography,1950,Alfredo Cortina,Venezuelan,Male,1903,1988
Soft Contact Lenses,Architecture & Design,1950,Otto Wichterle,Czech,Male,1913,1998
"Horse and Sun, Peru",Photography,1948,Robert Frank,American,Male,1924,1975
BOUQUET (A),Prints & Illustrated Books,1961,Rikio Takahashi,Japanese,Male,1917,1999
Festival at Ayaviri Puno,Photography,1940,Martín Chambi,Peruvian,Male,1891,1973
"The Small Town (La Petite ville), plate III (supplementary suite) from Les Âmes mortes",Prints & Illustrated Books,1935,Marc Chagall,French,Male,1887,1985
Gray Instrumentation Ie from Gray Instrumentation I,Prints & Illustrated Books,1974,Josef Albers,American,Male,1888,1976
"Anonymous, San Francisco",Photography,2010,Katy Grannan,American,Female,1969,1975
"SNUFFY SMITH'S COLOSSAL MAW FROM WAR-WOMAN DELL, GEORGIA, plate 3 (folio 5) from SIX RUSTICATED, WALL-EYED POEMS",Prints & Illustrated Books,1969,Dana Atchley,American,Female,1941,2000
Plane Dippy,Film,1935,Tex Avery,American,Male,1908,1980
"Duplicate of tailpiece from page 27 (supplementary suite, plate 5) from LES DAMNATIONS",Prints & Illustrated Books,1966,Roberto Matta,Chilean,Male,1911,2002
"Patti Smith, Radio Ethiopia",Architecture & Design,1976,Unknown,American,Unknown,1915,1975
New Shoes,Painting & Sculpture,1987,David Ireland,American,Male,1930,1975
Ever After: A Cinderella Story,Film,1998,Anthony Tennant,Unknown,Unknown,1915,1975
Harpooning Walrus,Prints & Illustrated Books,1963,Parr,Canadian Inuit,Male,1893,1969
HÔTEL DE LA DUCHESSE DE VILLARS. RUE DES SAINTS-PÈRES 52,Photography,1901,Eugène Atget,French,Male,1857,1927
"Untitled, no. 11 of 23, from the illustrated book, Ode à la Bièvre",Prints & Illustrated Books,2007,Louise Bourgeois,American,Female,1911,2010
Piet Mondrian,Photography,1942,Arnold Newman,American,Male,1918,2006
Mitered Square d from Mitered Squares,Prints & Illustrated Books,1976,Josef Albers,American,Male,1888,1976
Mechanical for Fluxperfume,Fluxus Collection,1969,Yoshi Wada,Japanese,Male,1943,1975
"Monument to the November Revolution, Berlin-Lichtenberg, Germany, (Elevation)",Architecture & Design,1926,Ludwig Mies van der Rohe,American,Male,1886,1969
Acéphal Magical,Media and Performance Art,2007,Jamie Isenstein,American,Female,1975,1975
"Luis Bunuel, Filmpodium Zürich",Architecture & Design,1980,Paul Brühwiler,Swiss,Male,1939,1975
Plate (page 54) from PRIÉRE SUR L'ACROPOLE,Prints & Illustrated Books,1946,Robert Couturier,French,Male,1905,2008
Reclining Woman,Drawings,1895,Ker-Xavier Roussel,French,Male,1867,1944
"Duplicate of plate facing page 12 (supplementary suite, plate 4) from DIALOGUES",Prints & Illustrated Books,1951,Henri Laurens,French,Male,1885,1954
Untitled,Photography,1910,Darius Kinsey,American,Male,1869,1945
"BED WITH DITCH (plate, folio 7) from JUAREZ",Prints & Illustrated Books,1975,Terry Allen,American,Male,1943,1975
Piccole Note,Drawings,1989,Anna Maria Maiolino,Brazilian,Female,1942,1975
During the War: Shortage of Food in Easton,Prints & Illustrated Books,1943,Louise Bourgeois,American,Female,1911,2010
LACQUER (PACTRA CLEAR) from the portfolio STAINS,Prints & Illustrated Books,1969,Edward Ruscha,American,Male,1937,1975
"LONG CARESS (in-text plate, page 109) from L'ART D'AIMER",Prints & Illustrated Books,1935,Aristide Maillol,French,Male,1861,1944
Bally,Architecture & Design,1950,Donald Brun,Swiss,Male,1909,1999
Study for Manuscript,Drawings,1960,Seymour Lipton,American,Male,1903,1986
Cello Part IV from Co-Action for Cello and Piano I,Prints & Illustrated Books,1963,Yoriaki Matsudaira,Japanese,Male,1931,1975
Untitled. (two llama faces),Photography,1962,Garry Winogrand,American,Male,1928,1984
Untitled,Drawings,2003,Birgit Megerle,German,Female,1975,1975
"Imperial Exposition of the German Textile and Garment Industry, Berlin, Germany (Elevations and sections. Artificial-silk rack.)",Architecture & Design,1937,Lilly Reich,German,Female,1885,1947
"Fuchs Addition to Perls House, Berlin-Zehlendorf, Germany (Section)",Architecture & Design,1928,Ludwig Mies van der Rohe,American,Male,1886,1969
The Bathhouse of the Zouaves from the album Memories of the Camp de Châlons under General Decaën,Photography,1857,Gustave Le Gray,French,Male,1820,1884
Surprise Attack (Überfall einer Schleichpatrouille) from The War (Der Krieg),Prints & Illustrated Books,1924,Otto Dix,German,Male,1891,1969
Slavnostni vecere na pocest sedmdesatych narozenin prof. dra Frantiska Nachtikala,Architecture & Design,1934,Zdenek Rossmann,Czech,Male,1905,1984
Double page in-text plate (pages 30 and 31) from LE GRAND JAMAIS,Prints & Illustrated Books,1981,Pierre Alechinsky,Belgian,Male,1927,1975
Headpiece (page 443) from L'IMITATION DE JÉSUS-CHRIST,Prints & Illustrated Books,1898,Maurice Denis,French,Male,1870,1943
Birds,Prints & Illustrated Books,1991,Elizabeth Murray,American,Female,1940,2007
Moebel,Architecture & Design,1957,Yves José Zimmerman,Swiss,Male,1937,1975
Haworth Churchyard,Photography,1945,Bill Brandt,British,Male,1904,1983
"Tugendhat House, Brno, Czech Republic",Architecture & Design,1929,Ludwig Mies van der Rohe,American,Male,1886,1969
NU DE LA MER NUMERO 1,Photography,1956,Lucien Clergue,French,Male,1934,1975
In-text plate (page 47) from PARALLÈLEMENT,Prints & Illustrated Books,1900,Pierre Bonnard,French,Male,1867,1947
"Untitled, no. 2 of 34, from the illustrated book, Ode à l'Oubli",Prints & Illustrated Books,2004,Louise Bourgeois,American,Female,1911,2010
Loose pages of documentation on 41 Degrees from magazine of the period,Prints & Illustrated Books,1918,Russian Book Collection,Unknown,Unknown,1915,1975
Plate (folio 42) from GÉOGRAPHIE ANIMALE,Prints & Illustrated Books,1948,Jean Lurçat,French,Male,1892,1966
Candlestick,Architecture & Design,1900,Louis Comfort Tiffany,American,Male,1848,1933
Ever Is Over All,Painting & Sculpture,1997,Pipilotti Rist,Swiss,Female,1962,1975
